"","OBJECTID","ID","NAME","ALT_NAME","CROSS_ST","LONG_NAME","LABEL","BOROUGH","NGHBHD","ROUTES","TRANSFERS","COLOR","EXPRESS","CLOSED","lng","lat","UNIQUEID"
"2193",219,385,"Prospect Park",NA,"Empire Blvd","Prospect Park (B,Q,S) Brooklyn","Prospect Park (B,Q,S)","Brooklyn",NA,"S","B,Q,S","MULTI","express",NA,-73.9624640010369,40.6631840012492,"3907f5b5bcc73834851ff960cad51dfa"
"2251",225,397,"Sheepshead Bay",NA,"E 16th St","Sheepshead Bay (B,Q) Brooklyn","Sheepshead Bay (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9541368010412,40.5873465631021,"f7bce7cd39e5b2c956d2302472eb7f8e"
"2252",225,397,"Sheepshead Bay",NA,"E 16th St","Sheepshead Bay (B,Q) Brooklyn","Sheepshead Bay (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9541368010412,40.5873465631021,"d72549d0289e1fc01703d086d089b6a9"
"2271",227,341,"Smith St","9th St","9th St","Smith St / 9th St (F,G) Brooklyn","Smith St / 9th St (F,G)","Brooklyn",NA,"F","F,G","ORANGE-LIME",NA,NA,-73.9968487574407,40.674279297181,"a41a75e7c67bc63583aa37f2bcc943eb"
"2272",227,341,"Smith St","9th St","9th St","Smith St / 9th St (F,G) Brooklyn","Smith St / 9th St (F,G)","Brooklyn",NA,"G","F,G","ORANGE-LIME",NA,NA,-73.9968487574407,40.674279297181,"734c7d52aaca26d82d85eb4f033a6d28"
"2281",228,93,"Sterling St",NA,"Nostrand Ave","Sterling St (2,5) Brooklyn","Sterling St (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.9508846967526,40.6631098627744,"39291fc58024601a3742af26d8ddc031"
"2282",228,93,"Sterling St",NA,"Nostrand Ave","Sterling St (2,5) Brooklyn","Sterling St (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.9508846967526,40.6631098627744,"9661db14fa924c721b56814768834612"
"2311",231,403,"Union St",NA,"4th Ave","Union St (M,R) Brooklyn","Union St (M,R)","Brooklyn",NA,"M","M,R","BROWN-YELLOW",NA,NA,-73.9830380474751,40.6774070052137,"c779a8e61e78965c2371bcd03d7de106"
"2312",231,403,"Union St",NA,"4th Ave","Union St (M,R) Brooklyn","Union St (M,R)","Brooklyn",NA,"R","M,R","BROWN-YELLOW",NA,NA,-73.9830380474751,40.6774070052137,"7deac639c2ff21688361b830d175c09d"
"2321",232,227,"Utica Ave",NA,"Fulton St","Utica Ave (A,C) Brooklyn","Utica Ave (A,C)","Brooklyn",NA,"A","A,C","BLUE","express",NA,-73.9290260001731,40.6792800014672,"c132189af0ae0afc1cc8eee0e15cd003"
"2322",232,227,"Utica Ave",NA,"Fulton St","Utica Ave (A,C) Brooklyn","Utica Ave (A,C)","Brooklyn",NA,"C","A,C","BLUE","express",NA,-73.9290260001731,40.6792800014672,"1c7eee760e4bbf84916253a9672cce78"
"2331",233,84,"Utica Ave","Crown Heights","Eastern Pky","Utica Ave / Crown Heights (3,4) Brooklyn","Utica Ave / Crown Heights (3,4)","Brooklyn",NA,"3","3,4","GREEN-RED","express",NA,-73.9311902553759,40.668793861524,"970180679a4b7b364065e0d767090292"
"2332",233,84,"Utica Ave","Crown Heights","Eastern Pky","Utica Ave / Crown Heights (3,4) Brooklyn","Utica Ave / Crown Heights (3,4)","Brooklyn",NA,"4","3,4","GREEN-RED","express",NA,-73.9311902553759,40.668793861524,"8fac125c291b14b7476fc3ea9a9abc93"
"2351",235,321,"Van Siclen Ave",NA,"Fulton St","Van Siclen Ave (J,Z) Brooklyn","Van Siclen Ave (J,Z)","Brooklyn",NA,"J","J,Z","BROWN",NA,NA,-73.8916679991534,40.6780300012634,"9f1bcbeaaaa515f139bfce3483b44469"
"2352",235,321,"Van Siclen Ave",NA,"Fulton St","Van Siclen Ave (J,Z) Brooklyn","Van Siclen Ave (J,Z)","Brooklyn",NA,"Z","J,Z","BROWN",NA,NA,-73.8916679991534,40.6780300012634,"b342d90654e222ecf59f52fc2becbd66"
"2371",237,400,"W 8th St","NY Aquarium","Surf Ave","W 8th St / NY Aquarium (F,Q) Brooklyn","W 8th St / NY Aquarium (F,Q)","Brooklyn",NA,"F","F,Q","ORANGE-YELLOW",NA,NA,-73.9760020006506,40.5761190011066,"4c987ae5682153711d11be861b0e29ca"
"2372",237,400,"W 8th St","NY Aquarium","Surf Ave","W 8th St / NY Aquarium (F,Q) Brooklyn","W 8th St / NY Aquarium (F,Q)","Brooklyn",NA,"Q","F,Q","ORANGE-YELLOW",NA,NA,-73.9760020006506,40.5761190011066,"86ade9e3e53c00f007de95be96e980f2"
"2391",239,94,"Winthrop St",NA,"Nostrand Ave","Winthrop St (2,5) Brooklyn","Winthrop St (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.950236606198,40.6570769667463,"8057822a18a315ca24a1fc6af9917f18"
"2392",239,94,"Winthrop St",NA,"Nostrand Ave","Winthrop St (2,5) Brooklyn","Winthrop St (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.950236606198,40.6570769667463,"e875529d6454d400b6ace112abd7cc6d"
"2431",243,192,"103rd St",NA,"Central Park West","103rd St (A,B,C) Manhattan","103rd St (A,B,C)","Manhattan",NA,"A","A,B,C","BLUE-ORANGE",NA,NA,-73.9614287429081,40.7961074852529,"8b9cccd0f16f0f9041fe7201c4e5c7dc"
"2432",243,192,"103rd St",NA,"Central Park West","103rd St (A,B,C) Manhattan","103rd St (A,B,C)","Manhattan",NA,"B","A,B,C","BLUE-ORANGE",NA,NA,-73.9614287429081,40.7961074852529,"4ca057b64cd29fac9b8a83082c99bea5"
"2433",243,192,"103rd St",NA,"Central Park West","103rd St (A,B,C) Manhattan","103rd St (A,B,C)","Manhattan",NA,"C","A,B,C","BLUE-ORANGE",NA,NA,-73.9614287429081,40.7961074852529,"aa315c359c5ac6387d103045bdd35fba"
"2461",246,193,"110th St","Cathedral Pky","Central Park West","110th St / Cathedral Pky (B,C) Manhattan","110th St / Cathedral Pky (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.958189593896,40.8005748755591,"6247a40c459f81bb5f3b46ee644f5aca"
"2462",246,193,"110th St","Cathedral Pky","Central Park West","110th St / Cathedral Pky (B,C) Manhattan","110th St / Cathedral Pky (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.958189593896,40.8005748755591,"6aef29b71205dacaf2adc22a283f8ce6"
"2471",247,39,"110th St","Central Park North","Lenox Ave","110th St / Central Park North (2,3) Manhattan","110th St / Central Park North (2,3)","Manhattan",NA,"2","2,3","RED","express",NA,-73.9527019994162,40.7983560011811,"bc69e10f5f5701038e9b275524386f41"
"2472",247,39,"110th St","Central Park North","Lenox Ave","110th St / Central Park North (2,3) Manhattan","110th St / Central Park North (2,3)","Manhattan",NA,"3","2,3","RED","express",NA,-73.9527019994162,40.7983560011811,"5aedd3fb7010a9386d899e29bd69f428"
"2481",248,40,"116th St",NA,"Lenox Ave","116th St (2,3) Manhattan","116th St (2,3)","Manhattan",NA,"2","2,3","RED","express",NA,-73.9496731725419,40.8020292165187,"fd28f0985e95c3f1a15b4b9c655d1a2b"
"2482",248,40,"116th St",NA,"Lenox Ave","116th St (2,3) Manhattan","116th St (2,3)","Manhattan",NA,"3","2,3","RED","express",NA,-73.9496731725419,40.8020292165187,"0c68b1ed16ee2c0ea8a1d3bee769b3fa"
"2501",250,194,"116th St",NA,"8th Ave","116th St (B,C) Manhattan","116th St (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.9553592982711,40.8044409660622,"4317b65d6edbc080e83285d10057412a"
"2502",250,194,"116th St",NA,"8th Ave","116th St (B,C) Manhattan","116th St (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.9553592982711,40.8044409660622,"b58d0ed002537f0b33757f7dc707f129"
"2521",252,41,"125th St",NA,"Lenox Ave","125th St (2,3) Manhattan","125th St (2,3)","Manhattan",NA,"2","2,3","RED","express",NA,-73.9454629629627,40.8077974663701,"b1186c6e3009d8cfccb36f9c3807c4bf"
"2522",252,41,"125th St",NA,"Lenox Ave","125th St (2,3) Manhattan","125th St (2,3)","Manhattan",NA,"3","2,3","RED","express",NA,-73.9454629629627,40.8077974663701,"4c3d108703683c3d3b8d835b3422b681"
"2531",253,124,"125th St",NA,"Lexington Ave","125th St (4,5,6) Manhattan","125th St (4,5,6)","Manhattan",NA,"4","4,5,6","GREEN","express",NA,-73.9374426050865,40.8043327231442,"7ae72b3f0450ee6d5d88c360c9852e64"
"2532",253,124,"125th St",NA,"Lexington Ave","125th St (4,5,6) Manhattan","125th St (4,5,6)","Manhattan",NA,"5","4,5,6","GREEN","express",NA,-73.9374426050865,40.8043327231442,"06538c3e3f780cd71273e80baf4eefeb"
"2533",253,124,"125th St",NA,"Lexington Ave","125th St (4,5,6) Manhattan","125th St (4,5,6)","Manhattan",NA,"6","4,5,6","GREEN","express",NA,-73.9374426050865,40.8043327231442,"d24cd768bdeba2a4d4696382a3ba0302"
"2541",254,195,"125th St",NA,"St. Nicholas Ave","125th St (A,B,C,D) Manhattan","125th St (A,B,C,D)","Manhattan",NA,"A","A,B,C,D","BLUE-ORANGE","express",NA,-73.9525732862241,40.8107813418896,"a496ae04a1058bda41efd97c96b82c64"
"2542",254,195,"125th St",NA,"St. Nicholas Ave","125th St (A,B,C,D) Manhattan","125th St (A,B,C,D)","Manhattan",NA,"B","A,B,C,D","BLUE-ORANGE","express",NA,-73.9525732862241,40.8107813418896,"bb6faaa309334650d26ded49e8119a40"
"2543",254,195,"125th St",NA,"St. Nicholas Ave","125th St (A,B,C,D) Manhattan","125th St (A,B,C,D)","Manhattan",NA,"C","A,B,C,D","BLUE-ORANGE","express",NA,-73.9525732862241,40.8107813418896,"ae31b144ec08954408200ba4a22855bb"
"2544",254,195,"125th St",NA,"St. Nicholas Ave","125th St (A,B,C,D) Manhattan","125th St (A,B,C,D)","Manhattan",NA,"D","A,B,C,D","BLUE-ORANGE","express",NA,-73.9525732862241,40.8107813418896,"727bfeec3ff77b3b041c890ffca087ba"
"2561",256,196,"135th St",NA,"St. Nicholas Ave","135th St (B,C) Manhattan","135th St (B,C)","Manhattan",NA,"B","B,C","BLUE-ORANGE",NA,NA,-73.9479974753569,40.8171235398054,"87d43242774d461103cc44e43fd3cea2"
"2562",256,196,"135th St",NA,"St. Nicholas Ave","135th St (B,C) Manhattan","135th St (B,C)","Manhattan",NA,"C","B,C","BLUE-ORANGE",NA,NA,-73.9479974753569,40.8171235398054,"397158ad797b48e8dd1525c04e155e69"
"2571",257,42,"135th St",NA,"Lenox Ave","135th St (2,3) Manhattan","135th St (2,3)","Manhattan",NA,"2","2,3","RED","express",NA,-73.9408359999446,40.8141380009252,"e8a16570c24593d1edcb0280f8d6e774"
"2572",257,42,"135th St",NA,"Lenox Ave","135th St (2,3) Manhattan","135th St (2,3)","Manhattan",NA,"3","2,3","RED","express",NA,-73.9408359999446,40.8141380009252,"44f7be7076b953a4c1955765d6da0768"
"2601",260,197,"145th St",NA,"St. Nicholas Ave","145th St (A,B,C,D) Manhattan","145th St (A,B,C,D)","Manhattan",NA,"A","A,B,C,D","BLUE-ORANGE","express",NA,-73.9447099084356,40.8240622679492,"c54ccd7b794395c67309b489bc3b313c"
"2602",260,197,"145th St",NA,"St. Nicholas Ave","145th St (A,B,C,D) Manhattan","145th St (A,B,C,D)","Manhattan",NA,"B","A,B,C,D","BLUE-ORANGE","express",NA,-73.9447099084356,40.8240622679492,"481e3699bb9dfaaed0545a96e6021baa"
"2603",260,197,"145th St",NA,"St. Nicholas Ave","145th St (A,B,C,D) Manhattan","145th St (A,B,C,D)","Manhattan",NA,"C","A,B,C,D","BLUE-ORANGE","express",NA,-73.9447099084356,40.8240622679492,"ab61da6bdc171b55439031f5fce125ba"
"2604",260,197,"145th St",NA,"St. Nicholas Ave","145th St (A,B,C,D) Manhattan","145th St (A,B,C,D)","Manhattan",NA,"D","A,B,C,D","BLUE-ORANGE","express",NA,-73.9447099084356,40.8240622679492,"a20264c84e879d0ff69b811ab4abc84d"
"2631",263,110,"14th St","Union Sq","4th Ave","14th St / Union Sq (4,5,6) Manhattan","14th St / Union Sq (4,5,6)","Manhattan",NA,"4","L,N,Q,R,W,4,5,6","GREEN","express",NA,-73.9898908256683,40.7344889766027,"a1d01ff549da3ef7766724f98b719cdd"
"2632",263,110,"14th St","Union Sq","4th Ave","14th St / Union Sq (4,5,6) Manhattan","14th St / Union Sq (4,5,6)","Manhattan",NA,"5","L,N,Q,R,W,4,5,6","GREEN","express",NA,-73.9898908256683,40.7344889766027,"53da42ea506473103731db97cafd7287"
"2633",263,110,"14th St","Union Sq","4th Ave","14th St / Union Sq (4,5,6) Manhattan","14th St / Union Sq (4,5,6)","Manhattan",NA,"6","L,N,Q,R,W,4,5,6","GREEN","express",NA,-73.9898908256683,40.7344889766027,"a52425396a1dcece5e7fda2d410c2e57"
"2641",264,294,"6th Ave","14th St","14th St","6th Ave / 14th St (F,L,V) Manhattan","6th Ave / 14th St (F,L,V)","Manhattan",NA,"F","F,L,V,1,2,3,9","GREY-ORANGE",NA,NA,-73.9967923659264,40.7373303653771,"80ddf5698460fbd7be91d0c497b7a19e"
"2642",264,294,"6th Ave","14th St","14th St","6th Ave / 14th St (F,L,V) Manhattan","6th Ave / 14th St (F,L,V)","Manhattan",NA,"L","F,L,V,1,2,3,9","GREY-ORANGE",NA,NA,-73.9967923659264,40.7373303653771,"ba3e65a9ffe57e388f2778397a5fdd51"
"2643",264,294,"6th Ave","14th St","14th St","6th Ave / 14th St (F,L,V) Manhattan","6th Ave / 14th St (F,L,V)","Manhattan",NA,"V","F,L,V,1,2,3,9","GREY-ORANGE",NA,NA,-73.9967923659264,40.7373303653771,"159d830bf1fbdeb65a0babc184f3ebd0"
"2651",265,9,"14th St",NA,"7th Ave","14th St (1,2,3) Manhattan","14th St (1,2,3)","Manhattan",NA,"1","F,L,V,1,2,3","RED","express",NA,-73.9996689071902,40.7385488252629,"63c7c7ca9d68b237601fe967528c905d"
"2652",265,9,"14th St",NA,"7th Ave","14th St (1,2,3) Manhattan","14th St (1,2,3)","Manhattan",NA,"2","F,L,V,1,2,3","RED","express",NA,-73.9996689071902,40.7385488252629,"018f28f49f9fab898813510eee2665e1"
"2653",265,9,"14th St",NA,"7th Ave","14th St (1,2,3) Manhattan","14th St (1,2,3)","Manhattan",NA,"3","F,L,V,1,2,3","RED","express",NA,-73.9996689071902,40.7385488252629,"35e882e499e4e21c14746a7b165f5e57"
"2661",266,206,"155th St",NA,"8th Ave","155th St (B,D) Manhattan","155th St (B,D)","Manhattan",NA,"B","B,D","ORANGE",NA,NA,-73.9390284527687,40.8299546895942,"f26c597390aaa806bb82bedc947f4cb3"
"2662",266,206,"155th St",NA,"8th Ave","155th St (B,D) Manhattan","155th St (B,D)","Manhattan",NA,"D","B,D","ORANGE",NA,NA,-73.9390284527687,40.8299546895942,"c91e39048a0ea2cb22c0a5ad8e5f288c"
"2701",270,200,"168th St","Washington Hts","Broadway","168th St / Washington Hts (A,C) Manhattan","168th St / Washington Hts (A,C)","Manhattan",NA,"A","A,C,1,9","BLUE","express",NA,-73.9394997527904,40.8409795371099,"9891f8d84d22556b7a4fe833f52e9ac1"
"2702",270,200,"168th St","Washington Hts","Broadway","168th St / Washington Hts (A,C) Manhattan","168th St / Washington Hts (A,C)","Manhattan",NA,"C","A,C,1,9","BLUE","express",NA,-73.9394997527904,40.8409795371099,"73ab99498bf546c470e8c3994d60d711"
"2841",284,183,"23rd St",NA,"8th Ave","23rd St (C,E) Manhattan","23rd St (C,E)","Manhattan",NA,"C","C,E","BLUE",NA,NA,-73.9984796254025,40.7453033219949,"07ac119c88a24ff6d180236ea7ed00a5"
"2842",284,183,"23rd St",NA,"8th Ave","23rd St (C,E) Manhattan","23rd St (C,E)","Manhattan",NA,"E","C,E","BLUE",NA,NA,-73.9984796254025,40.7453033219949,"a930a53f31729e9b312abcbc4bfb06af"
"2851",285,295,"23rd St",NA,"6th Ave","23rd St (F,V) Manhattan","23rd St (F,V)","Manhattan",NA,"F","F,V","ORANGE",NA,NA,-73.9927519994166,40.742889001401,"bd013302a98e749ddc17a94a67a6c08f"
"2852",285,295,"23rd St",NA,"6th Ave","23rd St (F,V) Manhattan","23rd St (F,V)","Manhattan",NA,"V","F,V","ORANGE",NA,NA,-73.9927519994166,40.742889001401,"2d0abafcd93e43b78128e55b737c3afb"
"2861",286,370,"23rd St",NA,"Broadway","23rd St (N,R,W) Manhattan","23rd St (N,R,W)","Manhattan",NA,"N","N,R,W","YELLOW",NA,NA,-73.9892472233828,40.7413875812436,"f35271a16d9bf84f32c3ece8ff6f6410"
"2862",286,370,"23rd St",NA,"Broadway","23rd St (N,R,W) Manhattan","23rd St (N,R,W)","Manhattan",NA,"R","N,R,W","YELLOW",NA,NA,-73.9892472233828,40.7413875812436,"9ced172fa4b94de0d62fe8843c306273"
"2863",286,370,"23rd St",NA,"Broadway","23rd St (N,R,W) Manhattan","23rd St (N,R,W)","Manhattan",NA,"W","N,R,W","YELLOW",NA,NA,-73.9892472233828,40.7413875812436,"a119e10dfdbe8382f6400bb6d76fcc52"
"2891",289,369,"28th St",NA,"Broadway","28th St (N,R,W) Manhattan","28th St (N,R,W)","Manhattan",NA,"N","N,R,W","YELLOW",NA,NA,-73.9887258956299,40.7452925067115,"02d55067073c0ba60d5491e36ebf6044"
"2892",289,369,"28th St",NA,"Broadway","28th St (N,R,W) Manhattan","28th St (N,R,W)","Manhattan",NA,"R","N,R,W","YELLOW",NA,NA,-73.9887258956299,40.7452925067115,"fddc7e34a0cbcb430e6a5a9498f92609"
"2893",289,369,"28th St",NA,"Broadway","28th St (N,R,W) Manhattan","28th St (N,R,W)","Manhattan",NA,"W","N,R,W","YELLOW",NA,NA,-73.9887258956299,40.7452925067115,"18ee884a9f33f9f9072e9ec5e38cb320"
"2911",291,300,"2nd Ave","Lower East Side","Houston St","2nd Ave / Lower East Side (F,V) Manhattan","2nd Ave / Lower East Side (F,V)","Manhattan",NA,"F","F,V","ORANGE",NA,NA,-73.9910834257539,40.7236681331978,"9b155ee135846bbe56dbe2120570f030"
"2912",291,300,"2nd Ave","Lower East Side","Houston St","2nd Ave / Lower East Side (F,V) Manhattan","2nd Ave / Lower East Side (F,V)","Manhattan",NA,"V","F,V","ORANGE",NA,NA,-73.9910834257539,40.7236681331978,"0dbbc3d06944a097a9dd389746372e2d"
"2931",293,184,"34th St","Penn Station","8th Ave","34th St / Penn Station (A,C,E) Manhattan","34th St / Penn Station (A,C,E)","Manhattan",NA,"A","A,C,E","BLUE","express",NA,-73.9934679997342,40.7522060010351,"2cdb0b51bef154be43c4ec992ab8d1d4"
"2932",293,184,"34th St","Penn Station","8th Ave","34th St / Penn Station (A,C,E) Manhattan","34th St / Penn Station (A,C,E)","Manhattan",NA,"C","A,C,E","BLUE","express",NA,-73.9934679997342,40.7522060010351,"89c822cb4f4b5285020d5584a42cb0fd"
"2933",293,184,"34th St","Penn Station","8th Ave","34th St / Penn Station (A,C,E) Manhattan","34th St / Penn Station (A,C,E)","Manhattan",NA,"E","A,C,E","BLUE","express",NA,-73.9934679997342,40.7522060010351,"23bf6892350a8118eb8c5ae3316ce68b"
"2941",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"B","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"0c4ea8a37f3a67954740dc28cd52594f"
"2942",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"D","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"aa4045a5bb09ec73cff758bd6a17c27b"
"2943",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"F","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"77c935747a3fd9cd572da9c6ae1f8cd1"
"2944",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"N","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"b94bb4c48e0004c3f234923706c52e2f"
"2945",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"Q","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"5e5e62a10c782ec6aa0cf3db48f4f2c4"
"2946",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"R","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"c7390eeb86a1b8e3518b4edec145bef3"
"2947",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"V","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"aaaf6f21b462ae69102df771ed43d802"
"2948",294,368,"34th St","Herald Sq","Ave of Americas","34th St / Herald Sq (B,D,F,N,Q,R,V,W) Manhattan","34th St / Herald Sq (B,D,F,N,Q,R,V,W)","Manhattan",NA,"W","B,D,F,N,Q,R,V,W","ORANGE-YELLOW","express",NA,-73.9879860386405,40.7493837366603,"917c9b6a58ab0df977cb0a943364095c"
"2951",295,13,"34th St","Penn Station","7th Ave","34th St (1,2,3) Manhattan","34th St / Penn Station (1,2,3)","Manhattan",NA,"1","1,2,3","RED","express",NA,-73.9906047786744,40.7510008097621,"ac8cdf94ca11626fbfce2cd2507d05d0"
"2952",295,13,"34th St","Penn Station","7th Ave","34th St (1,2,3) Manhattan","34th St / Penn Station (1,2,3)","Manhattan",NA,"2","1,2,3","RED","express",NA,-73.9906047786744,40.7510008097621,"a0099e7489d6d4fd92bc6dbe55829034"
"2953",295,13,"34th St","Penn Station","7th Ave","34th St (1,2,3) Manhattan","34th St / Penn Station (1,2,3)","Manhattan",NA,"3","1,2,3","RED","express",NA,-73.9906047786744,40.7510008097621,"90acb347224a241035316d9ee478680d"
"2971",297,297,"42nd St","Bryant Park","Ave of Americas","42nd St / Bryant Park (B,D,F,V) Manhattan","42nd St / Bryant Park (B,D,F,V)","Manhattan",NA,"B","B,D,F,V,7","ORANGE","express",NA,-73.9841159037159,40.7548367991639,"258b236608de32a090e72537777d9ac6"
"2972",297,297,"42nd St","Bryant Park","Ave of Americas","42nd St / Bryant Park (B,D,F,V) Manhattan","42nd St / Bryant Park (B,D,F,V)","Manhattan",NA,"D","B,D,F,V,7","ORANGE","express",NA,-73.9841159037159,40.7548367991639,"df2b47ba7a4d18b8cfc1f9bb0f524384"
"2973",297,297,"42nd St","Bryant Park","Ave of Americas","42nd St / Bryant Park (B,D,F,V) Manhattan","42nd St / Bryant Park (B,D,F,V)","Manhattan",NA,"F","B,D,F,V,7","ORANGE","express",NA,-73.9841159037159,40.7548367991639,"cb769b579d6f32d735aa8b7900c16af4"
"2974",297,297,"42nd St","Bryant Park","Ave of Americas","42nd St / Bryant Park (B,D,F,V) Manhattan","42nd St / Bryant Park (B,D,F,V)","Manhattan",NA,"V","B,D,F,V,7","ORANGE","express",NA,-73.9841159037159,40.7548367991639,"eb3de750db7eec3c3010b991f678d07c"
"2981",298,185,"42nd St","Port Authority Bus Term.","8th Ave","42nd St / Port Authority Bus Term. (A,C,E) Manhattan","42nd St / Port Authority Bus Term. (A,C,E)","Manhattan",NA,"A","A,C,E,N,Q,R,S,W,1,2,3,7","BLUE","express",NA,-73.989780000473,40.7572290010292,"012d4075c86d49e84c1b046ee44cc5d4"
"2982",298,185,"42nd St","Port Authority Bus Term.","8th Ave","42nd St / Port Authority Bus Term. (A,C,E) Manhattan","42nd St / Port Authority Bus Term. (A,C,E)","Manhattan",NA,"C","A,C,E,N,Q,R,S,W,1,2,3,7","BLUE","express",NA,-73.989780000473,40.7572290010292,"1fc87639d82d073bbebdc0822db393cb"
"2983",298,185,"42nd St","Port Authority Bus Term.","8th Ave","42nd St / Port Authority Bus Term. (A,C,E) Manhattan","42nd St / Port Authority Bus Term. (A,C,E)","Manhattan",NA,"E","A,C,E,N,Q,R,S,W,1,2,3,7","BLUE","express",NA,-73.989780000473,40.7572290010292,"5eca98fc46123998663331886ca6425f"
"2991",299,298,"47th-50th Sts","Rockefeller Center","Ave of Americas","47th-50th Sts / Rockefeller Center (B,D,F,V) Manhattan","47th-50th Sts / Rockefeller Center (B,D,F,V)","Manhattan",NA,"B","B,D,F,V","ORANGE","express",NA,-73.9813310007409,40.7586410011253,"69b6e5fc16b4663a32c3e68144b2d158"
"2992",299,298,"47th-50th Sts","Rockefeller Center","Ave of Americas","47th-50th Sts / Rockefeller Center (B,D,F,V) Manhattan","47th-50th Sts / Rockefeller Center (B,D,F,V)","Manhattan",NA,"D","B,D,F,V","ORANGE","express",NA,-73.9813310007409,40.7586410011253,"2adeb78c13b7d823f8ff36b4f51f9e66"
"2993",299,298,"47th-50th Sts","Rockefeller Center","Ave of Americas","47th-50th Sts / Rockefeller Center (B,D,F,V) Manhattan","47th-50th Sts / Rockefeller Center (B,D,F,V)","Manhattan",NA,"F","B,D,F,V","ORANGE","express",NA,-73.9813310007409,40.7586410011253,"a2e97f261fe0c6bd697b2ad7525a37a8"
"2994",299,298,"47th-50th Sts","Rockefeller Center","Ave of Americas","47th-50th Sts / Rockefeller Center (B,D,F,V) Manhattan","47th-50th Sts / Rockefeller Center (B,D,F,V)","Manhattan",NA,"V","B,D,F,V","ORANGE","express",NA,-73.9813310007409,40.7586410011253,"cfcc493183c9138bf1c1d5916148c2b3"
"3001",300,366,"49th St",NA,"7th Ave","49th St (N,R,W) Manhattan","49th St (N,R,W)","Manhattan",NA,"N","N,R,W","YELLOW",NA,NA,-73.9837367071627,40.7604480949238,"191e990c1861887cbde8c5aba973ed81"
"3002",300,366,"49th St",NA,"7th Ave","49th St (N,R,W) Manhattan","49th St (N,R,W)","Manhattan",NA,"R","N,R,W","YELLOW",NA,NA,-73.9837367071627,40.7604480949238,"020c9d7d1e03814df395354dcbe4b761"
"3003",300,366,"49th St",NA,"7th Ave","49th St (N,R,W) Manhattan","49th St (N,R,W)","Manhattan",NA,"W","N,R,W","YELLOW",NA,NA,-73.9837367071627,40.7604480949238,"12f86d0a8003742831659eaee9430e05"
"3012",301,186,"50th St",NA,"8th Ave","50th St (C,E) Manhattan","50th St (C,E)","Manhattan",NA,"C","C,E","BLUE",NA,NA,-73.986094313412,40.7623049883156,"a56d51a2e534b1a453424748e87e2103"
"3013",301,186,"50th St",NA,"8th Ave","50th St (C,E) Manhattan","50th St (C,E)","Manhattan",NA,"E","C,E","BLUE",NA,NA,-73.986094313412,40.7623049883156,"23824a2d1729e72cefa716bed8bafbce"
